CustomerID,PhoneCoTenure,EquipmentRental,TotalServicesUsed,EquipmentPerMonth,DataPerMonth,VoicePerMonth,OwnsPC,HHIncome,Top50_Bottom50,clusterID
2527-HHGXKT-TUY,73,0,4,44.06849315068493,38.041095890410965,60.68493150684932,0,11000,0,3
1431-EMZZWE-21V,27,0,0,59.148148148148145,73.92592592592592,9.629629629629632,0,93000,0,1
1694-SXDBNI-CEI,68,0,0,51.102941176470594,67.39705882352939,23.970588235294123,0,48000,0,2
3473-SOLGJV-00C,54,0,0,52.12962962962962,64.8888888888889,25.277777777777782,0,60000,0,2
2581-UPECEP-JVH,48,0,0,49.75,59.77083333333334,31.45833333333333,0,76000,0,1
9636-LDFQLP-Q92,51,0,0,68.62745098039215,62.68627450980392,9.529411764705884,0,70000,0,2
7346-VFBTML-LRE,45,0,0,60.2,69.73333333333333,10.666666666666666,0,37000,0,2
4125-QITBVT-O18,73,0,0,48.13698630136986,52.64383561643836,39.630136986301366,0,68000,0,2
7657-WSFUMM-L69,55,0,0,64.98181818181818,51.56363636363636,23.381818181818186,0,23000,0,2
4492-CGFPOU-I65,9,0,0,71.77777777777777,60.0,7.777777777777778,0,33000,0,2
7760-ONDKKV-RTH,68,0,0,52.5,63.86764705882353,22.455882352941174,0,16000,0,2
3296-BHBGTB-IGY,73,0,1,55.767123287671225,64.35616438356165,18.095890410958905,0,124000,0,1
7765-EPLSBP-3Y8,65,0,1,54.384615384615394,45.969230769230776,37.41538461538462,0,91000,0,1
8959-SNKMKG-67O,73,1,3,0.0,50.13698630136986,87.0958904109589,0,103000,0,1
6856-KHZATU-IGL,54,0,0,55.518518518518526,64.16666666666667,16.85185185185185,0,85000,0,1
2272-YFTBNI-7N3,54,0,0,61.5,58.907407407407405,15.75925925925926,0,55000,0,2
9999-EGLHVE-19G,6,0,1,51.0,78.33333333333333,6.666666666666668,0,36000,0,2
7380-VHAHLJ-W91,41,0,0,60.34146341463415,63.26829268292683,12.219512195121949,0,92000,0,1
3080-QAYCOV-QZT,70,0,4,48.94285714285714,61.92857142857143,24.87142857142857,0,14000,0,3
3417-OSBVCO-THV,26,0,0,52.346153846153854,75.88461538461539,7.0,0,31000,0,2
0024-UQUVXG-79W,10,0,0,53.7,73.7,7.3,0,125000,0,1
0490-NIIOCS-NBA,39,0,2,62.02564102564103,58.82051282051282,13.282051282051285,0,66000,0,2
9579-WHIKLU-797,73,0,7,37.835616438356155,0.0,96.013698630137,0,47000,0,0
6697-TBWQER-JLA,62,0,0,55.564516129032256,66.70967741935483,11.483870967741936,0,120000,0,1
9305-WQKHRM-WT8,41,0,0,53.634146341463406,73.21951219512195,6.902439024390245,0,210000,0,1
0228-TOWTVB-GJR,73,1,5,0.0,0.0,133.50684931506848,0,33000,0,0
1365-PWONHV-GEQ,63,0,0,47.46031746031746,56.20634920634921,29.777777777777782,0,60000,0,2
2318-GCPSTT-9B0,28,0,1,64.53571428571429,64.78571428571429,4.107142857142857,0,53000,0,2
7781-CDOKMV-OE3,70,0,0,47.7,36.18571428571428,49.52857142857143,0,72000,0,1
4504-RYFMAL-H2T,33,0,0,55.72727272727273,62.27272727272727,14.969696969696967,0,68000,0,1
3583-ZQUSBL-FJ7,58,0,1,59.08620689655172,60.43103448275862,12.879310344827585,0,38000,0,2
2681-MOWKDD-1WV,73,0,3,38.369863013698634,35.315068493150676,58.630136986301366,0,68000,0,1
0460-LSSVSY-KRB,36,0,0,57.611111111111114,62.41666666666666,12.111111111111109,0,30000,0,2
4490-YKVPRY-KYA,54,0,0,62.88888888888889,50.96296296296296,17.85185185185185,0,437000,0,1
7971-YHMWIH-PAT,62,0,1,44.17741935483871,58.887096774193544,28.612903225806452,0,46000,0,2
5334-ZONESS-G7E,66,0,0,65.21212121212122,58.34848484848485,8.06060606060606,0,142000,0,1
9069-XTCDOO-RZV,69,1,2,0.0,92.2608695652174,39.072463768115945,1,780000,0,1
0038-LEEHSR-PWO,67,0,1,48.91044776119403,72.86567164179105,9.447761194029852,0,86000,0,1
7201-MHZOOH-HAG,72,0,2,50.66666666666666,45.38888888888889,34.81944444444444,0,41000,0,2
8461-SHTZXD-O8R,44,0,0,58.95454545454545,56.15909090909091,15.636363636363635,0,52000,0,2
1516-CYANIZ-RY8,34,0,0,57.911764705882355,62.08823529411765,10.529411764705884,0,193000,0,1
6288-ATESMS-YXJ,48,0,0,56.8125,57.35416666666666,16.208333333333332,0,44000,0,2
4432-KMTQXO-788,67,0,0,46.298507462686565,61.402985074626855,22.507462686567163,0,138000,0,1
9204-WXRZIL-7QG,73,0,0,45.06849315068493,50.50684931506849,34.369863013698634,0,526000,0,1
8344-YNPUTQ-BS9,70,0,0,49.228571428571435,53.5,26.65714285714286,0,108000,0,1
7270-VFFKKK-IA4,29,0,0,55.96551724137931,67.6896551724138,5.689655172413793,0,76000,0,1
8182-OLKIOC-XUO,32,0,0,59.28125,62.96875,6.96875,0,49000,0,2
0359-DQOMHP-1YU,47,0,1,54.29787234042554,63.55319148936171,11.340425531914894,0,59000,0,2
6334-TMKRLS-3XA,63,0,0,50.555555555555564,55.15873015873015,23.476190476190478,0,181000,0,1
0811-IXUPGT-TUF,47,0,0,53.127659574468076,66.8936170212766,9.085106382978724,0,199000,0,1
1379-OHIPUQ-6GN,43,0,1,65.5813953488372,60.55813953488372,2.86046511627907,0,52000,0,2
7544-FYKOGJ-QS0,44,0,0,56.65909090909091,61.75,10.477272727272727,0,49000,0,2
9425-WLRKCC-R71,53,0,0,51.81132075471698,63.62264150943397,13.0,0,73000,0,1
6778-XWOGNL-3IH,72,0,0,52.986111111111114,54.361111111111114,21.0,0,132000,0,1
2688-GYVWQM-JSK,36,0,0,61.33333333333334,60.805555555555564,6.1944444444444455,0,51000,0,2
1914-CIAQRB-GG5,27,0,0,58.96296296296296,64.44444444444444,4.925925925925926,0,54000,0,2
4577-YHCPPT-TBO,39,0,0,59.794871794871796,63.33333333333334,4.717948717948718,0,88000,0,1
9807-IYGMUM-XOH,52,0,0,54.519230769230774,63.730769230769226,9.442307692307693,0,54000,0,2
9949-AFKEEO-2UJ,53,0,0,64.39622641509433,56.9056603773585,6.339622641509434,0,17000,0,2
2625-GKYBHV-6VK,72,0,6,45.111111111111114,45.76388888888889,36.763888888888886,0,42000,0,2
0880-QQGCEQ-8O2,58,0,0,53.75862068965517,61.46551724137931,12.379310344827585,0,46000,0,2
3330-YCHJNM-YA1,63,0,1,56.57142857142857,43.936507936507944,26.952380952380953,0,51000,0,2
1269-PDECAF-N66,73,0,1,54.47945205479452,45.95890410958904,27.013698630136986,0,12000,0,3
4183-KRBPVK-EEQ,66,0,0,59.07575757575758,44.74242424242424,23.59090909090909,0,95000,0,1
4605-TNMJOE-FCU,67,0,4,63.35820895522389,46.38805970149254,17.65671641791045,0,76000,0,1
8254-KCYSJJ-H8O,55,0,0,63.56363636363636,50.30909090909091,13.21818181818182,0,123000,0,1
3393-NQWUZE-BLU,66,0,0,51.45454545454545,62.96969696969697,12.333333333333336,0,71000,0,1
4375-QMTCGM-VAG,70,0,0,53.414285714285704,61.2,11.957142857142856,0,63000,0,2
2675-YSBKYV-O7V,72,0,1,45.16666666666666,43.58333333333334,37.52777777777778,0,190000,0,1
9621-YAXANT-7FF,41,0,1,57.09756097560975,53.85365853658536,15.219512195121949,0,19000,0,2
3270-ELCLVJ-0GK,63,0,0,58.07936507936508,57.46031746031746,10.444444444444443,0,158000,0,1
1383-AGUJAQ-A6E,49,0,1,49.102040816326536,66.77551020408163,9.673469387755102,0,100000,0,1
1522-EVEYND-4I4,41,0,0,50.95121951219512,67.4390243902439,7.097560975609755,0,99000,0,1
0049-WQQPTR-R0I,71,0,3,48.35211267605635,57.28169014084507,19.366197183098592,0,112000,0,1
1144-GVCZDP-8DV,32,0,5,56.15625,60.65625,8.09375,0,73000,0,1
9303-FZYCXF-SYD,72,0,0,52.22222222222222,38.77777777777778,33.77777777777778,0,49000,0,2
2041-PNMGHX-TXJ,63,0,0,46.36507936507937,52.349206349206355,26.04761904761905,0,69000,0,1
6810-EIBFWE-V11,73,0,2,39.315068493150676,41.863013698630134,43.47945205479452,0,261000,0,1
9465-YMFVPL-FQF,61,0,4,47.95081967213114,40.016393442622956,36.377049180327866,0,58000,0,2
8748-SLNNYV-3YQ,72,0,1,45.944444444444436,54.111111111111114,24.16666666666667,0,50000,0,2
3622-JHDLVP-V1E,18,0,0,49.88888888888889,69.44444444444444,4.888888888888889,0,121000,0,1
7709-XCRQNL-QFL,73,0,3,41.136986301369866,47.49315068493151,35.15068493150685,0,119000,0,1
4604-KMGBYC-R8T,30,0,1,50.1,64.73333333333333,8.833333333333334,0,86000,0,1
9381-NJFFUU-00K,70,0,1,42.48571428571429,55.985714285714295,25.057142857142853,0,126000,0,1
8629-LVIHRJ-THE,55,0,0,47.67272727272727,56.8,18.98181818181818,0,34000,0,2
7228-EULAST-BP7,73,1,2,0.0,59.232876712328775,64.15068493150686,0,141000,0,1
1866-WNGLXT-9B0,55,0,0,51.45454545454545,56.23636363636364,15.6,0,51000,0,2
5554-NCBAIT-OK4,70,1,4,0.0,42.95714285714285,80.27142857142857,0,143000,0,1
6455-AFPJKM-U2Q,71,0,0,48.901408450704224,50.971830985915496,23.352112676056343,0,55000,0,2
2092-TUFIRF-WFP,68,0,0,46.63235294117647,51.83823529411765,24.382352941176467,0,121000,0,1
3336-RNDAKP-57A,56,0,2,52.51785714285714,53.125,16.910714285714285,0,30000,0,2
1457-HBHXCK-UCV,42,0,1,62.452380952380956,47.61904761904761,11.952380952380953,0,19000,0,2
3923-ZOSAYQ-53X,13,0,0,48.230769230769226,64.53846153846153,9.153846153846152,0,108000,0,1
1380-JHNOCX-S0J,41,0,0,52.414634146341456,59.707317073170735,9.780487804878051,0,35000,0,2
6494-CQGCHF-TXS,72,0,0,54.95833333333334,45.40277777777778,21.416666666666668,0,36000,0,2
4302-GUZPUB-8Z0,61,0,0,43.114754098360656,46.114754098360656,32.475409836065566,0,82000,0,1
4281-FGXWGW-H6Q,63,0,1,42.80952380952381,54.22222222222222,24.603174603174605,0,67000,0,1
5909-FZVEKT-T79,73,1,1,0.0,48.15068493150685,73.41095890410959,0,89000,0,1
6360-RUGDRG-8HY,27,0,0,50.96296296296296,61.85185185185186,8.11111111111111,0,45000,0,2
8875-SRRYKT-J4F,30,0,0,47.36666666666667,61.33333333333334,12.033333333333333,0,73000,0,1
4563-NZSKTT-MBD,68,0,0,55.17647058823529,45.602941176470594,19.823529411764707,0,22000,0,2
9563-EQXDEW-J9B,47,0,1,51.46808510638298,46.638297872340424,22.148936170212764,0,66000,0,1
6502-NQEZTU-8FU,55,0,0,56.09090909090909,52.09090909090909,12.0,0,69000,0,1
3480-CZKKSC-W6H,67,0,3,38.64179104477611,58.92537313432835,22.611940298507466,0,122000,0,1
1251-RESMMB-YF9,61,0,0,54.8688524590164,47.73770491803279,16.9672131147541,0,80000,0,1
1228-QERHZX-R5A,45,0,0,51.95555555555556,57.73333333333333,9.511111111111113,0,42000,0,2
7441-RFDNVF-7SP,73,0,8,45.24657534246575,0.0,73.78082191780824,0,62000,0,1
7153-LSYSBU-BBY,64,1,2,0.0,87.546875,31.4375,0,91000,0,1
2978-DVFGBI-RFJ,55,0,0,59.27272727272727,50.50909090909091,8.927272727272726,0,45000,0,2
2263-XPASJM-9VI,61,0,3,53.459016393442624,42.8688524590164,21.9344262295082,0,39000,0,2
5097-QJZSXJ-HM1,10,0,0,55.6,57.9,4.5,0,30000,0,2
6045-NANPEA-YAD,50,0,1,44.74,60.92,12.18,0,102000,0,1
3675-YYXWTP-H4F,57,0,0,46.45614035087719,45.0,26.192982456140353,0,65000,0,1
7347-SHDIAQ-70Y,73,0,6,41.794520547945204,0.0,75.75342465753424,0,62000,0,1
6326-NLSAHF-9WY,63,0,3,47.36507936507937,59.063492063492056,11.031746031746032,0,55000,0,2
9454-YISEAZ-K0D,55,0,0,48.472727272727276,55.90909090909091,13.054545454545455,0,9000,0,3
5089-MYXLPX-52H,65,0,0,55.83076923076922,46.26153846153846,15.246153846153845,0,118000,0,1
0014-SHVSIE-LP9,29,0,0,53.17241379310346,56.44827586206897,7.689655172413793,0,92000,0,1
0526-BBXATD-XM2,73,0,7,45.821917808219176,0.0,71.46575342465755,0,11000,0,3
5354-PDWNBA-4YL,22,0,0,54.81818181818182,55.59090909090909,6.727272727272728,0,25000,0,2
3363-NRUUKP-LI9,51,0,0,52.25490196078432,49.58823529411765,15.176470588235292,0,44000,0,2
1205-KEKOES-N5G,61,0,1,50.213114754098356,45.0,21.72131147540984,0,42000,0,2
5761-YOVILE-GCH,15,0,0,51.13333333333333,58.46666666666667,7.333333333333332,0,37000,0,2
2580-QKFVLS-05A,71,0,3,44.83098591549297,40.056338028169016,31.943661971830984,0,40000,0,2
1836-EZLELE-1RD,65,0,2,56.95384615384615,46.07692307692307,13.769230769230768,0,35000,0,2
0386-GSRAYK-6QQ,58,0,1,53.58620689655172,53.27586206896552,9.534482758620689,1,58000,0,2
8524-HMQIXY-RZ0,39,0,0,53.33333333333334,55.769230769230774,7.128205128205129,0,66000,0,1
1101-PBBFSP-62M,66,0,2,47.53030303030303,49.65151515151515,18.818181818181817,0,29000,0,2
9597-XOVHCQ-QMX,72,1,9,0.0,0.0,115.88888888888887,1,25000,0,3
2659-CCTXZC-38P,53,0,0,48.52830188679246,46.9433962264151,20.37735849056604,0,115000,0,1
8408-UEGWLN-TI2,63,0,0,53.5079365079365,38.952380952380956,23.26984126984127,0,27000,0,2
3602-CKGPOM-GLT,70,0,0,50.81428571428572,47.271428571428565,17.642857142857142,0,70000,0,1
3825-GAUTVS-TDU,51,0,1,50.43137254901961,38.568627450980394,26.686274509803926,0,17000,0,2
1335-XRUKVB-2ZH,69,0,0,48.60869565217392,34.98550724637681,31.956521739130434,0,66000,0,1
4610-AQKNEI-8SL,23,0,0,46.30434782608695,55.43478260869565,13.782608695652176,0,70000,0,1
8403-BESKUS-UZZ,63,0,4,40.96825396825397,50.0952380952381,24.396825396825395,0,35000,0,2
2965-THYCWH-KNQ,44,0,1,57.63636363636363,47.09090909090909,10.477272727272727,0,89000,0,1
0844-FSBEEB-811,41,0,3,55.4390243902439,53.707317073170735,5.951219512195122,0,118000,0,1
6844-VETJBH-XEI,56,0,1,40.875,49.19642857142857,25.0,0,50000,0,2
6318-GJXIZZ-26J,50,0,0,56.34,47.6,11.12,0,77000,0,1
7514-EULFIQ-VLP,48,0,0,52.64583333333334,56.10416666666666,6.270833333333332,0,55000,0,2
1942-HUBTKT-AMJ,61,0,2,47.8688524590164,49.13114754098361,17.967213114754102,0,93000,0,1
2265-ODATGB-HEX,44,0,1,51.68181818181818,52.29545454545455,10.840909090909092,0,30000,0,2
2226-UNHNYR-8Z9,70,0,1,46.74285714285714,36.72857142857143,31.242857142857147,0,310000,0,1
0937-WRGIIM-2QW,24,0,0,48.70833333333334,47.95833333333334,18.0,0,22000,0,2
7633-YAOPRP-B7B,72,0,1,44.83333333333334,45.26388888888889,24.472222222222218,1,259000,0,1
5183-PIVWRW-TNG,72,1,4,0.0,52.305555555555564,62.194444444444436,0,14000,0,3
0225-LFNXNQ-CBB,63,0,1,47.03174603174603,54.42857142857143,13.015873015873014,0,30000,0,2
8598-USALTF-08H,49,0,1,49.122448979591844,56.14285714285714,9.16326530612245,0,25000,0,2
5256-YBVJAD-W1D,65,0,1,47.707692307692305,41.646153846153844,25.0,0,9000,0,3
4730-MCQYEE-7XQ,42,0,1,49.88095238095239,49.547619047619044,14.904761904761903,0,42000,0,2
1900-KATSZO-JPV,73,1,5,0.0,0.0,114.27397260273972,0,116000,0,1
8747-UACYSV-BUP,58,0,0,47.10344827586207,48.06896551724138,18.63793103448276,0,73000,0,1
8046-XNHBTO-HVJ,54,0,4,52.2962962962963,44.0,17.48148148148148,0,69000,0,1
3586-ERGCLA-0KU,31,0,0,46.29032258064516,58.70967741935484,8.774193548387098,0,24000,0,2
1838-CNKZUB-2LK,65,0,0,46.90769230769231,51.89230769230769,14.953846153846154,0,174000,0,1
6931-KRBAKK-3OD,58,0,4,46.74137931034482,36.43103448275862,30.551724137931036,0,39000,0,2
7504-VTGYIL-2K7,72,0,2,42.388888888888886,41.611111111111114,29.58333333333333,0,180000,0,1
7216-JLLMJJ-D2X,72,0,4,46.51388888888889,41.305555555555564,25.63888888888889,0,38000,0,2
1464-NIKEAI-3CE,73,0,7,45.84931506849315,0.0,67.41095890410959,0,33000,0,0
8635-SSCGQX-N1I,67,0,0,45.85074626865672,44.402985074626855,22.820895522388057,0,9000,0,3
0538-YBYBTV-M73,27,0,2,49.814814814814824,55.185185185185176,8.074074074074074,0,40000,0,2
9357-NOWBWV-55T,18,0,0,56.611111111111114,50.055555555555564,6.388888888888888,0,19000,0,2
5696-AMUFSA-EDM,43,0,0,45.27906976744186,52.0,15.744186046511626,0,123000,0,1
7576-YDRPDI-5L0,71,0,5,44.647887323943664,38.56338028169015,29.661971830985923,0,12000,0,3
0305-JXBKTV-GE1,66,0,0,50.1969696969697,43.16666666666666,19.439393939393934,0,50000,0,2
8001-YBLPIW-AI5,49,0,0,43.61224489795919,51.48979591836735,17.693877551020407,0,59000,0,1
9101-HUFHJM-454,48,0,0,56.29166666666666,44.27083333333334,12.208333333333336,0,37000,0,2
7645-GQETHD-W2Y,58,0,2,40.55172413793103,48.17241379310346,23.931034482758623,0,9000,0,3
5406-NWOZCV-QAA,26,0,1,50.153846153846146,58.769230769230774,3.7307692307692313,0,124000,0,1
4832-CUPWSK-2AM,65,0,1,49.98461538461538,45.384615384615394,17.276923076923076,0,119000,0,1
9245-NOXCBL-ILE,65,0,2,52.41538461538462,42.01538461538462,18.03076923076923,0,22000,0,2
3842-DLIYAD-6X6,63,0,3,44.82539682539682,45.063492063492056,22.53968253968254,0,119000,0,1
1336-ITNYBO-UNI,48,0,2,43.91666666666666,51.33333333333334,17.104166666666668,0,138000,0,1
9473-DFUBBK-ZNM,67,0,0,46.95522388059702,44.64179104477611,20.671641791044774,0,25000,0,2
7341-DQCJNA-50P,64,0,4,38.875,37.875,35.4375,0,226000,0,1
3550-PQUPPM-42T,37,0,0,47.081081081081074,61.351351351351354,3.5675675675675675,0,141000,0,1
7355-UODSBR-6W5,44,0,0,48.45454545454545,51.90909090909091,11.295454545454545,0,88000,0,1
4424-OJYKHC-J3Q,43,0,0,61.069767441860456,43.27906976744186,6.953488372093022,0,368000,0,1
4744-PXITHF-915,63,0,0,32.666666666666664,39.46031746031746,39.17460317460318,0,90000,0,1
9889-KISZOV-DGP,55,0,6,48.472727272727276,41.25454545454546,21.363636363636363,0,45000,0,2
1760-FJIGKA-PXQ,36,0,1,45.805555555555564,47.41666666666666,17.36111111111111,0,37000,0,2
5707-YGUUKW-16H,49,0,0,48.0,44.836734693877546,17.489795918367346,0,62000,0,1
