CustomerID,Churn
3009690,0
3009694,0
3009722,0
3009730,0
3009758,1
3009774,0
3009790,0
3009802,0
3009806,0
3009906,0
3009922,0
3009926,0
3009938,0
3009986,0
3010034,1
3010050,0
3010058,0
3010082,1
3010086,0
3010102,0
3010198,0
3010234,0
3010242,0
3010250,0
3010254,1
3010262,0
3010278,1
3010294,1
3010306,1
3010314,0
3010374,0
3010390,0
3010462,0
3010470,0
3010478,1
3010490,0
3010502,1
3010514,0
3010566,0
3010578,1
3010594,1
3010598,0
3010610,1
3010658,1
3010690,0
3010706,1
3010718,0
3010722,1
3010762,1
3010770,0
3010786,0
3010806,0
3010822,0
3010834,0
3010838,0
3010890,0
3010910,1
3010914,0
3010926,0
3010930,0
3010942,0
3010950,0
3010966,0
3010998,0
3011014,1
3011022,1
3011062,1
3011074,0
3011078,0
3011098,0
3011110,0
3011126,0
3011134,1
3011138,0
3011178,0
3011258,1
3011278,0
3011286,0
3011322,1
3011338,0
3011350,0
3011370,1
3011398,0
3011402,0
3011414,1
3011418,1
3011430,0
3011494,0
3011498,0
3011510,0
3011514,0
3011522,0
3011526,0
3011554,1
3011558,1
3011570,0
3011598,0
3011626,1
3011662,0
3011666,1
3011682,0
3011690,0
3011710,0
3011714,0
3011718,0
3011722,0
3011746,1
3011774,0
3011782,0
3011818,0
3011846,1
3011894,0
3011902,0
3011910,0
3011946,0
3011958,0
3011970,0
3012002,0
3012006,0
3012030,0
3012034,1
3012066,0
3012078,0
3012118,0
3012146,1
3012182,1
3012230,0
3012234,0
3012238,1
3012258,0
3012298,0
3012306,0
3012310,0
3012354,1
3012382,0
3012390,0
3012406,0
3012410,1
3012430,0
3012454,1
3012482,1
3012494,1
3012502,0
3012506,0
3012518,0
3012526,0
3012554,1
3012558,0
3012606,1
3012622,1
3012642,1
3012650,0
3012666,0
3012670,0
3012690,0
3012702,0
3012710,1
3012718,0
3012734,0
3012742,0
3012778,1
3012782,0
3012794,0
3012798,0
3012814,0
3012854,0
3012870,0
3012878,0
3012886,0
3012898,1
3012918,1
3012926,1
3012930,0
3012938,0
3012966,1
3012970,0
3012990,0
3013022,1
3013034,1
3013042,0
3013062,1
3013074,0
3013094,0
3013102,0
3013106,0
3013114,0
3013126,1
3013158,0
3013178,0
3013186,0
3013202,1
3013214,1
3013234,0
3013258,0
3013298,0
3013346,0
3013374,0
3013378,0
3013406,0
3013434,1
3013478,0
3013506,1
3013558,0
3013590,1
3013594,0
3013606,0
3013634,0
3013686,1
3013726,0
3013742,1
3013746,0
3013766,0
3013770,1
3013822,0
3013826,0
3013842,0
3013878,1
3013886,0
3013890,1
3013902,0
3013942,0
3013978,1
3014026,0
3014038,0
3014058,1
3014130,1
3014138,0
3014146,1
3014170,0
3014182,0
3014190,0
3014210,0
3014214,0
3014230,0
3014242,0
3014270,0
3014274,0
3014278,1
3014322,0
3014330,0
3014370,0
3014374,0
3014398,0
3014414,0
3014438,1
3014454,0
3014466,0
3014486,0
3014494,0
3014526,0
3014562,0
3014622,0
3014650,0
3014654,1
3014662,1
3014686,0
3014690,1
3014718,0
3014730,0
3014746,0
3014766,0
3014786,0
3014834,0
3014838,1
3014842,0
3014858,0
3014866,1
3014890,0
3014902,0
3014910,0
3014914,1
3014970,0
3014998,0
3015058,0
3015118,0
3015122,1
3015138,1
3015186,1
3015190,0
3015202,0
3015206,0
3015214,0
3015226,0
3015250,1
3015266,1
3015294,0
3015298,1
3015322,0
3015330,0
3015334,0
3015378,0
3015406,0
3015438,1
3015466,1
3015514,1
3015526,1
3015534,0
3015550,0
3015574,0
3015578,0
3015582,0
3015590,0
3015602,0
3015626,1
3015642,0
3015654,1
3015674,0
3015690,0
3015738,1
3015750,1
3015758,1
3015830,0
3015854,0
3015874,0
3015898,0
3015902,1
3015906,0
3015910,0
3015934,0
3015954,0
3015970,0
3015978,1
3015994,1
3016018,0
3016038,0
3016054,0
3016074,0
3016090,0
3016110,0
3016118,0
3016130,0
3016138,0
3016158,0
3016162,1
3016178,1
3016206,0
3016214,1
3016246,1
3016258,1
3016270,1
3016322,1
3016342,0
3016386,0
3016402,0
3016438,0
3016474,1
3016486,0
3016510,0
3016542,1
3016570,0
3016610,1
3016630,0
3016634,0
3016654,1
3016694,1
3016702,0
3016782,1
3016794,0
3016834,0
3016890,1
3016902,0
3016910,0
3016914,0
3016922,0
3016926,0
3016950,0
3016982,1
3017014,0
3017018,0
3017050,1
3017058,1
3017062,0
3017082,0
3017086,0
3017098,0
3017106,0
3017110,0
3017198,0
3017222,0
3017234,0
3017254,1
3017270,0
3017306,0
3017330,0
3017334,0
3017366,0
3017382,0
3017386,1
3017406,0
3017462,1
3017486,0
3017494,0
3017526,0
3017542,0
3017590,0
3017614,1
3017622,1
3017662,0
3017698,0
3017790,1
3017802,0
3017806,0
3017810,1
3017814,0
3017818,0
3017826,0
3017862,1
3017874,0
3017886,0
3017902,0
3017930,0
3017962,0
3018002,1
3018006,1
3018018,0
3018038,0
3018070,0
3018094,0
3018130,0
3018182,0
3018202,0
3018218,1
3018230,0
3018266,1
3018282,0
3018314,0
3018318,1
3018326,1
3018334,0
3018338,0
3018346,0
3018358,0
3018370,1
3018426,1
3018462,0
3018466,0
3018494,1
3018510,0
3018514,1
3018538,0
3018586,1
3018590,0
3018610,0
3018618,0
3018638,0
3018642,0
3018678,0
3018702,0
3018710,0
3018722,0
3018730,0
3018734,0
3018746,0
3018774,0
3018802,1
3018822,1
3018838,0
3018842,0
3018858,0
3018870,1
3018922,0
3018930,0
3018946,1
3018966,0
3018982,0
3019010,0
3019014,1
3019038,0
3019050,0
3019062,1
3019082,0
3019110,0
3019114,0
3019126,0
3019134,0
3019158,0
3019206,0
3019218,0
3019234,0
3019238,1
3019242,0
3019266,0
3019302,0
3019306,0
3019374,0
3019402,1
3019438,0
3019442,0
3019542,0
3019574,1
3019582,0
3019598,0
3019610,0
3019630,0
3019662,0
3019670,0
3019686,0
3019750,0
3019758,0
3019882,1
3019898,0
3019922,0
3019938,0
3019942,0
3019954,0
3020066,0
3020070,0
3020094,0
3020110,0
3020114,0
3020118,0
3020138,0
3020142,1
3020158,0
3020166,1
3020174,0
3020202,1
3020206,0
3020234,0
3020238,1
3020242,0
3020266,0
3020290,0
3020314,1
3020334,0
3020342,0
3020346,0
3020382,0
3020386,0
3020398,0
3020402,0
3020406,0
3020410,0
3020422,0
3020426,0
3020490,0
3020534,1
3020542,0
3020546,1
3020566,0
3020586,1
3020610,1
3020614,0
3020638,0
3020658,1
3020674,0
3020678,0
3020706,0
3020714,1
3020722,0
3020726,1
3020742,0
3020778,1
3020790,1
3020794,1
3020822,0
3020826,0
3020842,0
3020886,1
3020890,0
3020966,0
3020998,0
3021002,0
3021018,0
3021046,0
3021086,0
3021094,0
3021122,0
3021130,0
3021142,0
3021154,0
3021170,0
3021186,0
3021238,0
3021266,0
3021270,1
3021294,0
3021310,0
3021318,1
3021334,0
3021350,1
3021370,1
3021374,1
3021418,0
3021454,1
3021498,0
3021506,0
3021510,1
3021546,0
3021570,0
3021586,0
3021626,0
3021638,0
3021658,0
3021674,0
3021694,0
3021702,0
3021718,0
3021726,0
3021754,1
3021758,1
3021802,1
3021806,0
3021818,1
3021830,0
3021878,0
3021894,0
3021898,0
3021906,1
3021918,0
3021982,0
3021994,1
3022062,0
3022070,0
3022078,0
3022098,1
3022106,0
3022122,0
3022134,0
3022146,0
3022154,0
3022162,0
3022182,0
3022234,0
3022306,1
3022358,1
3022382,1
3022386,0
3022398,1
3022430,0
3022438,0
3022442,1
3022454,0
3022458,1
3022462,0
3022470,0
3022486,0
3022490,0
3022514,1
3022538,1
3022690,1
3022710,0
3022734,0
3022770,0
3022794,1
3022810,0
3022822,1
3022830,0
3022858,0
3022878,0
3022890,1
3022906,0
3022934,1
3022962,0
3022966,1
3022970,0
3022974,1
3023018,0
3023054,0
3023066,1
3023114,0
3023126,0
3023130,0
3023158,1
3023162,1
3023170,0
3023174,0
3023366,1
3023374,0
3023390,0
3023398,0
3023422,0
3023426,0
3023466,0
3023474,1
3023478,0
3023506,0
3023526,1
3023530,1
3023542,0
3023550,0
3023606,0
3023626,1
3023630,1
3023674,0
3023702,0
3023742,0
3023782,0
3023786,0
3023818,1
3023822,0
3023826,0
3023854,1
3023926,0
3023954,0
3023962,0
3023970,1
3024042,0
3024046,1
3024078,0
3024110,0
3024122,0
3024150,1
3024242,1
3024250,1
3024278,1
3024318,0
3024326,0
3024338,1
3024374,1
3024382,0
3024430,0
3024450,0
3024466,1
3024490,0
3024510,0
3024514,1
3024518,0
3024522,1
3024526,0
3024530,0
3024570,0
3024598,1
3024602,0
3024618,1
3024650,0
3024674,0
3024686,1
3024710,1
3024750,0
3024770,1
3024774,0
3024782,1
3024794,0
3024818,0
3024834,0
3024838,1
3024906,1
3024918,0
3024922,0
3024946,0
3024998,1
3025066,0
3025070,0
3025074,1
3025086,0
3025106,1
3025150,1
3025162,0
3025166,0
3025182,0
3025190,0
3025218,0
3025246,1
3025278,0
3025290,0
3025294,0
3025302,0
3025334,1
3025346,1
3025358,0
3025410,1
3025414,1
3025418,1
3025422,1
3025446,1
3025466,1
3025490,0
3025530,1
3025542,0
3025550,0
3025558,0
3025562,0
3025578,0
3025586,1
3025650,1
3025658,0
3025678,0
3025722,1
3025726,0
3025734,0
3025754,0
3025758,0
3025762,1
3025830,1
3025834,0
3025838,1
3025862,0
3025866,0
3025870,0
3025890,0
3025938,1
3025942,1
3025946,0
3025994,0
3026006,0
3026018,0
3026026,0
3026042,0
3026046,1
3026070,1
3026082,0
3026138,1
3026142,1
3026150,1
3026182,1
3026206,0
3026222,0
3026226,1
3026230,0
3026238,0
3026250,0
3026274,0
3026286,0
3026306,0
3026350,0
3026374,0
3026390,0
3026458,0
3026470,0
3026474,0
3026482,1
3026486,0
3026494,0
3026538,0
3026558,0
3026566,0
3026574,0
3026590,1
3026618,0
3026630,0
3026634,0
3026642,0
3026674,1
3026682,1
3026706,0
3026710,1
3026734,1
3026738,1
3026770,0
3026778,1
3026782,1
3026822,1
3026826,0
3026838,0
3026846,0
3026870,0
3026890,1
3026898,1
3026902,1
3026910,1
3026918,0
3026934,0
3026950,0
3026986,0
3027030,1
3027054,0
3027078,0
3027086,0
3027106,1
3027122,0
3027158,1
3027166,1
3027186,0
3027202,0
3027222,1
3027234,1
3027274,0
3027278,0
3027282,0
3027350,0
3027418,1
3027422,0
3027446,0
3027454,0
3027462,1
3027542,0
3027570,0
3027574,1
3027586,0
3027594,0
3027646,1
3027654,0
3027670,1
3027698,1
3027710,0
3027718,0
3027722,1
3027738,0
3027786,1
3027790,0
3027818,1
3027826,0
3027838,0
3027842,1
3027870,1
3027874,0
3027882,0
3027930,1
3027946,1
3027958,0
3027978,0
3027990,1
3028046,0
3028050,0
3028086,0
3028142,0
3028158,0
3028170,0
3028230,1
3028258,0
3028310,0
3028334,1
3028338,0
3028342,0
3028374,0
3028378,0
3028390,0
3028402,1
3028418,1
3028470,0
3028482,1
3028498,1
3028518,1
3028590,1
3028618,0
3028674,0
3028682,0
3028702,0
3028710,0
3028730,0
3028738,0
3028746,1
3028750,1
3028766,0
3028778,1
3028782,0
3028786,1
3028794,0
3028818,1
3028822,0
3028846,0
3028890,1
3028914,1
3028946,0
3028990,1
3029006,0
3029022,1
3029026,1
3029038,0
3029046,0
3029078,0
3029098,0
3029110,0
3029114,0
3029134,0
3029142,1
3029186,0
3029202,0
3029234,0
3029238,0
3029250,0
3029254,0
3029270,1
3029322,0
3029338,1
3029342,1
3029350,0
3029362,0
3029378,0
3029382,1
3029450,1
3029454,0
3029458,0
3029470,0
3029498,0
3029502,0
3029514,0
3029522,0
3029534,0
3029542,1
3029546,0
3029562,1
3029614,0
3029618,0
3029630,0
3029634,0
3029650,0
3029678,1
3029690,0
3029702,0
3029718,0
3029738,1
3029766,1
3029770,0
3029794,0
3029826,0
3029834,0
3029850,0
3029886,1
3029906,0
3029918,1
3029926,1
3029974,0
3029982,1
3030082,0
3030102,0
3030194,0
3030218,0
3030226,0
3030230,1
3030254,1
3030294,0
3030302,0
3030306,0
3030314,0
3030342,1
3030386,0
3030414,0
3030422,0
3030426,0
3030458,0
3030474,0
3030486,0
3030490,0
3030494,1
3030526,1
3030534,0
3030554,0
3030594,0
3030598,0
3030638,0
3030650,0
3030678,0
3030706,1
3030742,0
3030746,1
3030766,0
3030782,0
3030814,0
3030838,0
3030850,1
3030854,1
3030862,0
3030878,0
3030910,0
3030934,1
3030958,0
3030966,1
3030978,1
3031002,0
3031006,0
3031026,0
3031030,0
3031042,0
3031062,0
3031102,1
3031122,0
3031142,0
3031174,0
3031214,1
3031230,0
3031278,1
3031282,0
3031314,1
3031318,0
3031330,1
3031374,0
3031446,1
3031482,0
3031486,0
3031502,0
3031542,0
3031574,0
3031602,0
3031610,0
3031666,1
3031698,1
3031706,0
3031726,0
3031790,0
3031798,1
3031814,0
3031834,1
3031842,1
3031850,0
3031862,0
3031890,0
3031910,1
3031922,0
3031934,1
3031942,0
3031954,0
3031998,0
3032050,1
3032054,1
3032062,0
3032074,0
3032106,1
3032146,1
3032170,1
3032178,0
3032202,1
3032274,0
3032290,0
3032310,1
3032322,0
3032338,0
3032342,0
3032370,0
3032382,0
3032398,0
3032426,0
3032430,0
3032434,0
3032478,0
3032490,0
3032494,0
3032514,0
3032530,0
3032542,0
3032546,0
3032558,0
3032574,0
3032586,0
3032630,0
3032650,0
3032674,0
3032678,0
3032690,0
3032698,1
3032726,1
3032738,0
3032742,1
3032774,0
3032786,0
3032846,0
3032866,0
3032870,1
3032874,0
3032894,0
3032930,0
3032934,1
3032946,0
3032950,0
3032954,0
3033002,0
3033006,0
3033022,0
3033026,1
3033034,1
3033046,0
3033050,0
3033070,0
3033086,0
3033094,0
3033126,1
3033130,0
3033154,0
3033174,0
3033186,0
3033198,0
3033238,0
3033250,1
3033262,1
3033282,0
3033294,0
3033338,0
3033342,0
3033350,0
3033358,1
3033390,0
3033418,0
3033422,0
3033462,0
3033474,0
3033478,0
3033482,0
3033494,0
3033510,0
3033518,0
3033550,0
3033558,0
3033574,1
3033578,1
3033598,0
3033618,1
3033646,0
3033658,0
3033662,0
3033690,1
3033702,0
3033718,0
3033722,0
3033730,1
3033754,0
3033758,0
3033814,0
3033822,0
3033842,0
3033878,1
3033882,0
3033894,0
3033906,0
3033922,0
3033970,0
3033974,0
3033978,1
3033986,1
3033990,0
3033998,0
3034002,0
3034054,0
3034062,0
3034102,1
3034106,1
3034122,0
3034126,0
3034150,0
3034154,1
3034162,0
3034170,1
3034182,1
3034186,1
3034238,0
3034246,0
3034274,1
3034294,0
3034318,0
3034322,0
3034334,0
3034338,0
3034370,1
3034382,1
3034438,0
3034446,0
3034450,0
3034454,0
3034458,0
3034490,1
3034530,1
3034542,0
3034546,0
3034578,0
3034602,1
3034626,1
3034634,1
3034678,0
3034682,1
3034722,0
3034746,0
3034778,0
3034846,0
3034858,0
3034878,0
3034902,1
3034914,0
3034970,1
3034978,0
3034986,0
3035026,0
3035058,1
3035074,0
3035078,1
3035086,0
3035106,0
3035138,0
3035146,0
3035178,0
3035182,0
3035206,1
3035234,0
3035238,0
3035262,0
3035302,1
3035306,0
3035318,1
3035322,0
3035326,0
3035422,0
3035426,1
3035454,1
3035478,0
3035518,1
3035554,0
3035558,0
3035562,0
3035582,0
3035594,0
3035618,0
3035646,0
3035670,0
3035706,0
3035742,0
3035758,0
3035762,0
3035782,0
3035790,0
3035798,1
3035806,1
3035818,0
3035898,0
3035930,0
3035934,1
3035958,0
3035962,1
3035974,0
3035978,0
3035986,0
3036006,0
3036010,1
3036022,1
3036034,1
3036046,0
3036070,1
3036090,1
3036094,0
3036114,0
3036122,0
3036126,0
3036134,0
3036154,0
3036158,0
3036162,0
3036194,0
3036202,0
3036214,0
3036230,1
3036238,0
3036254,0
3036270,0
3036274,0
3036282,0
3036290,0
3036294,0
3036302,0
3036314,0
3036330,0
3036338,0
3036346,0
3036406,1
3036422,1
3036450,0
3036486,0
3036490,0
3036518,0
3036522,1
3036542,0
3036666,0
3036686,0
3036710,0
3036730,1
3036734,1
3036778,1
3036786,0
3036814,0
3036822,1
3036830,0
3036846,0
3036850,0
3036854,0
3036866,0
3036874,0
3036910,1
3036938,1
3036950,1
3036966,0
3036990,0
3037006,0
3037030,1
3037074,0
3037094,0
3037158,0
3037174,0
3037178,0
3037182,0
3037210,1
3037230,0
3037266,0
3037290,0
3037310,0
3037314,1
3037366,1
3037410,1
3037418,0
3037426,0
3037430,0
3037462,1
3037470,0
3037474,1
3037542,0
3037546,1
3037550,1
3037562,0
3037590,0
3037606,0
3037630,0
3037650,1
3037710,1
3037734,1
3037742,0
3037750,0
3037770,0
3037786,0
3037802,0
3037810,0
3037822,0
3037870,1
3037874,0
3037906,0
3037966,0
3037974,1
3037990,1
3038014,0
3038066,1
3038070,0
3038074,1
3038078,1
3038126,1
3038166,0
3038194,1
3038210,0
3038218,0
3038222,0
3038230,0
3038258,0
3038274,1
3038286,1
3038294,0
3038326,1
3038354,1
3038378,1
3038402,1
3038434,1
3038438,0
3038466,0
3038498,0
3038502,0
3038538,0
3038546,1
3038566,0
3038578,0
3038582,0
3038598,0
3038670,1
3038674,1
3038686,1
3038694,0
3038726,0
3038742,0
3038754,0
3038758,1
3038810,0
3038842,0
3038846,0
3038866,0
3038882,1
3038902,1
3038910,0
3038946,1
3038974,0
3038982,0
3038994,0
3038998,0
3039002,1
3039026,0
3039058,0
3039114,1
3039126,0
3039138,0
3039158,0
3039162,0
3039178,0
3039222,1
3039250,0
3039262,0
3039270,1
3039274,0
3039294,0
3039302,1
3039358,0
3039366,1
3039426,0
3039438,1
3039446,0
3039454,0
3039458,0
3039466,0
3039482,0
3039546,0
3039550,1
3039554,0
3039578,1
3039586,1
3039666,0
3039726,0
3039734,1
3039746,1
3039778,0
3039814,0
3039818,1
3039830,1
3039850,0
3039858,0
3039862,0
3039910,0
3039922,1
3040030,0
3040038,1
3040066,0
3040074,1
3040078,0
3040090,1
3040118,0
3040126,0
3040146,0
3040194,0
3040214,1
3040226,1
3040234,0
3040286,1
3040318,0
3040326,0
3040330,0
3040334,1
3040366,0
3040374,0
3040386,0
3040398,1
3040410,0
3040462,1
3040478,1
3040514,0
3040522,1
3040534,0
3040546,0
3040554,0
3040570,1
3040594,0
3040614,0
3040630,0
3040654,0
3040662,1
3040666,0
3040670,0
3040762,0
3040766,0
3040794,0
3040810,0
3040834,0
3040842,0
3040846,1
3040854,0
3040858,1
3040894,0
3040898,0
3040902,0
3040906,0
3040938,1
3040962,1
3040974,0
3040986,1
3040990,0
3040994,0
3041014,0
3041026,1
3041030,0
3041058,0
3041066,1
3041074,0
3041094,0
3041110,0
3041150,0
3041186,0
3041190,1
3041218,0
3041226,1
3041242,0
3041250,1
3041278,0
3041286,0
3041314,1
3041330,1
3041342,0
3041350,1
3041394,0
3041418,0
3041450,1
3041454,0
3041466,0
3041470,0
3041562,0
3041614,0
3041630,0
3041682,1
3041686,0
3041726,0
3041734,1
3041758,1
3041794,0
3041802,0
3041806,0
3041810,1
3041826,0
3041846,0
3041858,0
3041878,0
3041886,1
3041894,0
3041926,0
3041982,0
3042014,0
3042030,1
3042034,1
3042050,0
3042082,0
3042086,1
3042106,0
3042134,0
3042210,0
3042230,0
3042246,0
3042250,1
3042282,0
3042422,0
3042462,0
3042470,0
3042506,1
3042514,0
3042518,0
3042534,0
3042542,1
3042558,1
3042566,0
3042570,0
3042582,1
3042590,0
3042634,1
3042658,0
3042666,1
3042678,1
3042686,1
3042690,1
3042718,0
3042722,0
3042754,0
3042786,0
3042906,0
3042910,0
3042962,0
3043042,1
3043046,1
3043054,0
3043086,1
3043110,0
3043114,1
3043126,1
3043190,0
3043194,0
3043210,1
3043234,0
3043242,0
3043250,0
3043270,0
3043294,1
3043298,0
3043302,0
3043306,0
3043310,0
3043342,0
3043358,0
3043366,0
3043386,0
3043394,0
3043402,0
3043410,1
3043414,0
3043450,0
3043454,1
3043482,0
3043514,1
3043546,1
3043574,0
3043582,0
3043602,0
3043606,0
3043626,1
3043670,0
3043682,0
3043690,0
3043750,0
3043790,1
3043810,0
3043818,1
3043838,0
3043910,0
3043922,0
3043926,0
3043934,0
3043950,0
3043982,0
3044042,0
3044046,0
3044070,0
3044118,0
3044122,0
3044142,0
3044146,0
3044154,0
3044206,0
3044250,1
3044274,1
3044282,1
3044294,0
3044298,0
3044306,0
3044310,0
3044330,0
3044334,0
3044342,0
3044350,0
3044354,1
3044374,1
3044414,1
3044422,0
3044426,0
3044430,0
3044474,0
3044494,0
3044526,0
3044554,0
3044570,0
3044578,1
3044590,0
3044642,0
3044682,0
3044710,0
3044722,0
3044750,0
3044770,0
3044782,0
3044842,1
3044866,0
3044870,1
3044874,1
3044894,1
3044902,0
3044950,1
3044990,0
3044998,0
3045014,0
3045074,0
3045082,0
3045090,0
3045106,0
3045118,0
3045126,1
3045134,0
3045158,0
3045166,0
3045170,0
3045186,0
3045210,1
3045234,1
3045238,0
3045318,1
3045330,1
3045338,0
3045462,0
3045466,0
3045510,1
3045526,0
3045538,0
3045542,0
3045550,0
3045558,1
3045562,0
3045574,0
3045586,0
3045590,0
3045594,0
3045642,0
3045654,1
3045666,1
3045678,0
3045690,1
3045698,0
3045706,0
3045718,1
3045750,1
3045770,0
3045774,1
3045790,0
3045802,0
3045810,0
3045814,0
3045842,0
3045878,1
3045886,0
3045922,1
3045930,0
3045938,1
3045946,0
3045966,1
3045970,1
3045974,0
3045978,0
3045982,0
3046010,0
3046022,0
3046026,0
3046070,1
3046094,0
3046102,0
3046110,1
3046130,1
3046262,0
3046274,0
3046314,0
3046358,0
3046370,0
3046402,0
3046406,1
3046422,0
3046426,0
3046430,0
3046434,0
3046446,0
3046450,0
3046466,1
3046502,1
3046514,0
3046530,1
3046574,0
3046578,1
3046582,0
3046606,0
3046622,0
3046646,0
3046698,0
3046710,0
3046718,0
