Date,Month,Sub-Category,Description,Account Name,Transaction Type,Count,Amount,Transfer Type
2018-08-09,2018-08-09,Transfer,Transfer from HOUSE,VISA STARTER,credit,1,-15.0,In
2018-08-09,2018-08-09,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-150.0,Out
2018-08-09,2018-08-09,Transfer,Transfer to STAR CIV VISA CLASS,SAFETY NET,debit,1,-15.0,Out
2018-08-10,2018-08-10,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-08-10,2018-08-10,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-14,2018-08-14,Transfer,Capital One Mobile,Venture,credit,1,-550.0,In
2018-08-14,2018-08-14,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-190.0,In
2018-08-14,2018-08-14,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-190.0,Out
2018-08-15,2018-08-15,Transfer,Capital One,CHECKING,debit,1,-550.0,Out
2018-08-16,2018-08-16,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-2000.0,In
2018-08-16,2018-08-16,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-60.0,In
2018-08-16,2018-08-16,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-08-16,2018-08-16,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-1700.0,In
2018-08-16,2018-08-16,Transfer,Transfer to BABY,CHECKING,debit,1,-60.0,Out
2018-08-16,2018-08-16,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-08-16,2018-08-16,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-2000.0,Out
2018-08-16,2018-08-16,Transfer,Transfer to HOUSE,CHECKING,debit,1,-1700.0,Out
2018-08-17,2018-08-17,Transfer,Transfer,CHECKING,debit,1,-10.0,Out
2018-08-17,2018-08-17,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-08-17,2018-08-17,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-08-17,2018-08-17,Transfer,Transfer from HOUSE,CHECKING,credit,1,-700.0,In
2018-08-17,2018-08-17,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-500.0,In
2018-08-17,2018-08-17,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-17,2018-08-17,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-700.0,Out
2018-08-17,2018-08-17,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-500.0,Out
2018-08-17,2018-08-17,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-08-24,2018-08-24,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-08-24,2018-08-24,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-30,2018-08-30,Transfer,Transfer from BABY,CHECKING,credit,1,-610.0,In
2018-08-30,2018-08-30,Transfer,Transfer to CLASSIC SERVICE CHK,EMERSYN,debit,1,-610.0,Out
2018-08-31,2018-08-31,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-08-31,2018-08-31,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-08-31,2018-08-31,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-08-31,2018-08-31,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-09-07,2018-09-07,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-09-07,2018-09-07,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-09-10,2018-09-10,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-397.14,In
2018-09-10,2018-09-10,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-397.14,Out
2018-09-13,2018-09-13,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-09-13,2018-09-13,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-500.0,In
2018-09-13,2018-09-13,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-09-13,2018-09-13,Transfer,Transfer to HOUSE,CHECKING,debit,1,-500.0,Out
2018-09-14,2018-09-14,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-09-14,2018-09-14,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-09-14,2018-09-14,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-09-14,2018-09-14,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-09-17,2018-09-17,Transfer,Capital One Mobile,Venture,credit,1,-2200.0,In
2018-09-17,2018-09-17,Transfer,Transfer from CLASSIC SERVICE CHK,VISA STARTER,credit,1,-41.93,In
2018-09-17,2018-09-17,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-2700.0,In
2018-09-17,2018-09-17,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-2700.0,Out
2018-09-17,2018-09-17,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-41.93,Out
2018-09-18,2018-09-18,Transfer,Capital One,CHECKING,debit,1,-2200.0,Out
2018-09-21,2018-09-21,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-09-21,2018-09-21,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-09-27,2018-09-27,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-400.0,In
2018-09-27,2018-09-27,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-400.0,Out
2018-09-28,2018-09-28,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-09-28,2018-09-28,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-09-28,2018-09-28,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-610.0,In
2018-09-28,2018-09-28,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-09-28,2018-09-28,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-610.0,Out
2018-09-28,2018-09-28,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-10-01,2018-10-01,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-968.14,In
2018-10-01,2018-10-01,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-320.0,In
2018-10-01,2018-10-01,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-968.14,Out
2018-10-01,2018-10-01,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-320.0,Out
2018-10-02,2018-10-02,Transfer,Capital One Mobile,Venture,credit,1,-950.0,In
2018-10-03,2018-10-03,Transfer,Capital One,CHECKING,debit,1,-950.0,Out
2018-10-05,2018-10-05,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-10-05,2018-10-05,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-10-09,2018-10-09,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-50.0,In
2018-10-09,2018-10-09,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-50.0,Out
2018-10-11,2018-10-11,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-350.0,In
2018-10-11,2018-10-11,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-10-11,2018-10-11,Transfer,Transfer from CLASSIC SERVICE CHK,VISA STARTER,credit,1,-22.09,In
2018-10-11,2018-10-11,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-10-11,2018-10-11,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-350.0,Out
2018-10-11,2018-10-11,Transfer,Transfer to STAR CIV VISA CLASS,CHECKING,debit,1,-22.09,Out
2018-10-12,2018-10-12,Transfer,Transfer,CHECKING,debit,1,-10.0,Out
2018-10-12,2018-10-12,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-10-12,2018-10-12,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-10-12,2018-10-12,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-10-19,2018-10-19,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-10-19,2018-10-19,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-10-22,2018-10-22,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-400.0,In
2018-10-22,2018-10-22,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-400.0,Out
2018-10-25,2018-10-25,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,2,-500.0,In
2018-10-25,2018-10-25,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-10-25,2018-10-25,Transfer,Transfer from CLUB SAVINGS,CREDIT CARD,credit,1,-400.0,In
2018-10-25,2018-10-25,Transfer,Transfer from CLUB SAVINGS,SAFETY NET,credit,1,-620.0,In
2018-10-25,2018-10-25,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-10-25,2018-10-25,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-500.0,Out
2018-10-25,2018-10-25,Transfer,Transfer to CREDIT CARD,MORTGAGE,debit,1,-400.0,Out
2018-10-25,2018-10-25,Transfer,Transfer to HOUSE,MORTGAGE,debit,1,-620.0,Out
2018-10-26,2018-10-26,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-10-26,2018-10-26,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-10-26,2018-10-26,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-10-26,2018-10-26,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-10-29,2018-10-29,Transfer,Capital One Mobile,Venture,credit,1,-2377.86,In
2018-10-29,2018-10-29,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1700.0,In
2018-10-29,2018-10-29,Transfer,Transfer from HOUSE,CHECKING,credit,1,-640.57,In
2018-10-29,2018-10-29,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-1000.0,In
2018-10-29,2018-10-29,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1700.0,Out
2018-10-29,2018-10-29,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-640.57,Out
2018-10-29,2018-10-29,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-1000.0,Out
2018-10-30,2018-10-30,Transfer,Capital One,CHECKING,debit,1,-2377.86,Out
2018-10-31,2018-10-31,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1420.4,In
2018-10-31,2018-10-31,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1420.4,Out
2018-11-02,2018-11-02,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-11-02,2018-11-02,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-11-05,2018-11-05,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-100.0,In
2018-11-05,2018-11-05,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-100.0,Out
2018-11-06,2018-11-06,Transfer,Capital One,Venture,credit,1,-1100.0,In
2018-11-06,2018-11-06,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1100.1,In
2018-11-06,2018-11-06,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1100.1,Out
2018-11-07,2018-11-07,Transfer,Capital One,CHECKING,debit,1,-1100.0,Out
2018-11-08,2018-11-08,Transfer,Capital One,Venture,credit,1,-500.0,In
2018-11-09,2018-11-09,Transfer,Capital One,CHECKING,debit,1,-500.0,Out
2018-11-09,2018-11-09,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-11-09,2018-11-09,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-11-09,2018-11-09,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-11-09,2018-11-09,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-11-13,2018-11-13,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-100.0,In
2018-11-13,2018-11-13,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,2,-909.75,In
2018-11-13,2018-11-13,Transfer,Transfer from CLUB SAVINGS,CREDIT CARD,credit,1,-300.0,In
2018-11-13,2018-11-13,Transfer,Transfer to BABY,CHECKING,debit,1,-100.0,Out
2018-11-13,2018-11-13,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,2,-909.75,Out
2018-11-13,2018-11-13,Transfer,Transfer to CREDIT CARD,MORTGAGE,debit,1,-300.0,Out
2018-11-16,2018-11-16,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-11-16,2018-11-16,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-11-19,2018-11-19,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,2,-230.0,In
2018-11-19,2018-11-19,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-230.0,Out
2018-11-21,2018-11-21,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-800.0,In
2018-11-21,2018-11-21,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-11-21,2018-11-21,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-11-21,2018-11-21,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-800.0,Out
2018-11-23,2018-11-23,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-11-23,2018-11-23,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-11-23,2018-11-23,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-11-23,2018-11-23,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-11-26,2018-11-26,Transfer,Capital One,Venture,credit,1,-1330.0,In
2018-11-26,2018-11-26,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1330.0,In
2018-11-26,2018-11-26,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1330.0,Out
2018-11-27,2018-11-27,Transfer,Capital One,CHECKING,debit,1,-1330.0,Out
2018-11-30,2018-11-30,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-11-30,2018-11-30,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-12-03,2018-12-03,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-99.92,In
2018-12-03,2018-12-03,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1220.11,In
2018-12-03,2018-12-03,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1220.11,Out
2018-12-03,2018-12-03,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-99.92,Out
2018-12-06,2018-12-06,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-500.0,In
2018-12-06,2018-12-06,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-12-06,2018-12-06,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2018-12-06,2018-12-06,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-500.0,Out
2018-12-07,2018-12-07,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-12-07,2018-12-07,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-12-07,2018-12-07,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-12-07,2018-12-07,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-12-10,2018-12-10,Transfer,venmo,CHECKING,credit,1,-20.0,In
2018-12-14,2018-12-14,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-12-14,2018-12-14,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-12-17,2018-12-17,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
2018-12-17,2018-12-17,Transfer,Transfer from HOUSE,CREDIT CARD,credit,1,-339.24,In
2018-12-17,2018-12-17,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-100.0,Out
2018-12-17,2018-12-17,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-339.24,Out
2018-12-20,2018-12-20,Transfer,Online Thank You,XXXXXXXXXX0290,credit,1,-44.19,In
2018-12-20,2018-12-20,Transfer,Transfer,CHECKING,debit,2,-1065.0,Out
2018-12-20,2018-12-20,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-455.0,In
2018-12-20,2018-12-20,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2018-12-21,2018-12-21,Transfer,Share Share Transfer,CHECKING,debit,1,-350.0,Out
2018-12-21,2018-12-21,Transfer,Share Share Transfer,TEXAS FUND,credit,1,-350.0,In
2018-12-21,2018-12-21,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-12-21,2018-12-21,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2018-12-21,2018-12-21,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2018-12-21,2018-12-21,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2018-12-24,2018-12-24,Transfer,Amazon,CHECKING,debit,1,-44.19,Out
2018-12-27,2018-12-27,Transfer,Capital One,Venture,credit,1,-1400.0,In
2018-12-27,2018-12-27,Transfer,Transfer from CLUB SAVINGS,CHECKING,credit,1,-1220.0,In
2018-12-27,2018-12-27,Transfer,Transfer from CREDIT CARD,CHECKING,credit,1,-1394.24,In
2018-12-27,2018-12-27,Transfer,Transfer to CLASSIC SERVICE CHK,CREDIT CARD,debit,1,-1394.24,Out
2018-12-27,2018-12-27,Transfer,Transfer to CLASSIC SERVICE CHK,MORTGAGE,debit,1,-1220.0,Out
2018-12-28,2018-12-28,Transfer,Capital One,CHECKING,debit,1,-1400.0,Out
2018-12-28,2018-12-28,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2018-12-28,2018-12-28,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2019-01-03,2019-01-03,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-200.0,In
2019-01-03,2019-01-03,Transfer,Transfer from CLASSIC SERVICE CHK,TEXAS FUND,credit,1,-150.0,In
2019-01-03,2019-01-03,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,2,-350.0,Out
2019-01-04,2019-01-04,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2019-01-04,2019-01-04,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2019-01-04,2019-01-04,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2019-01-04,2019-01-04,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2019-01-07,2019-01-07,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-610.0,In
2019-01-07,2019-01-07,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-610.0,Out
2019-01-11,2019-01-11,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2019-01-11,2019-01-11,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2019-01-15,2019-01-15,Transfer,Transfer from HOUSE,CHECKING,credit,1,-100.0,In
2019-01-15,2019-01-15,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-100.0,Out
2019-01-16,2019-01-16,Transfer,Transfer from HOUSE,CHECKING,credit,1,-65.0,In
2019-01-16,2019-01-16,Transfer,Transfer to CLASSIC SERVICE CHK,SAFETY NET,debit,1,-65.0,Out
2019-01-17,2019-01-17,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-90.0,In
2019-01-17,2019-01-17,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-41.92,In
2019-01-17,2019-01-17,Transfer,Transfer from CLASSIC SERVICE CHK,TEXAS FUND,credit,1,-200.0,In
2019-01-17,2019-01-17,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,2,-290.0,Out
2019-01-17,2019-01-17,Transfer,Transfer to HOUSE,CHECKING,debit,1,-41.92,Out
2019-01-18,2019-01-18,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-400.0,In
2019-01-18,2019-01-18,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2019-01-18,2019-01-18,Transfer,Transfer from CLASSIC SERVICE CHK,MORTGAGE,credit,1,-220.0,In
2019-01-18,2019-01-18,Transfer,Transfer from CLASSIC SERVICE CHK,SAFETY NET,credit,1,-10.0,In
2019-01-18,2019-01-18,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2019-01-18,2019-01-18,Transfer,Transfer to CLUB SAVINGS,CHECKING,debit,1,-220.0,Out
2019-01-18,2019-01-18,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-400.0,Out
2019-01-18,2019-01-18,Transfer,Transfer to HOUSE,CHECKING,debit,1,-10.0,Out
2019-01-21,2019-01-21,Transfer,Transfer from CLASSIC SERVICE CHK,Venture,credit,1,-60.0,In
2019-01-22,2019-01-22,Transfer,Online Thank You,XXXXXXXXXX0290,credit,1,-203.0,In
2019-01-22,2019-01-22,Transfer,Transfer from CLASSIC SERVICE CHK,CREDIT CARD,credit,1,-220.0,In
2019-01-22,2019-01-22,Transfer,Transfer to CREDIT CARD,CHECKING,debit,1,-220.0,Out
2019-01-22,2019-01-22,Transfer,Transfer to Venture,CHECKING,debit,1,-60.0,Out
2019-01-24,2019-01-24,Transfer,Amazon,CHECKING,debit,1,-203.0,Out
2019-01-25,2019-01-25,Transfer,Transfer from CLASSIC SERVICE CHK,EMERSYN,credit,1,-10.0,In
2019-01-25,2019-01-25,Transfer,Transfer to BABY,CHECKING,debit,1,-10.0,Out
2019-01-28,2019-01-28,Transfer,Capital One,Venture,credit,1,-2800.0,In
2019-01-28,2019-01-28,Transfer,Transfer from CREDIT CARD,CHECKING,credit,2,-1907.94,In
2019-01-28,2019-01-28,Transfer,Transfer from EMERSYN,CREDIT CARD,credit,1,-296.28,In
2019-01-28,2019-01-28,Transfer,Transfer from SAFETY NET,CHECKING,credit,1,-900.0,In
2019-01-28,2019-01-28,Transfer,Transfer from SAFETY NET,CREDIT CARD,credit,1,-511.0,In
2019-01-28,2019-01-28,Transfer,Transfer from TEXAS FUND,CREDIT CARD,credit,1,-250.03,In
2019-01-28,2019-01-28,Transfer,Transfer to CHECKING,CREDIT CARD,debit,2,-1907.94,Out
2019-01-28,2019-01-28,Transfer,Transfer to CHECKING,SAFETY NET,debit,1,-900.0,Out
2019-01-28,2019-01-28,Transfer,Transfer to CREDIT CARD,EMERSYN,debit,1,-296.28,Out
2019-01-28,2019-01-28,Transfer,Transfer to CREDIT CARD,SAFETY NET,debit,1,-511.0,Out
2019-01-28,2019-01-28,Transfer,Transfer to CREDIT CARD,TEXAS FUND,debit,1,-250.03,Out
2019-01-29,2019-01-29,Transfer,Capital One,CHECKING,debit,1,-2800.0,Out
2019-01-29,2019-01-29,Transfer,Transfer from CHECKING,SAFETY NET,credit,1,-700.0,In
2019-01-29,2019-01-29,Transfer,Transfer from MORTGAGE,CHECKING,credit,1,-40.0,In
2019-01-29,2019-01-29,Transfer,Transfer to CHECKING,MORTGAGE,debit,1,-40.0,Out
2019-01-29,2019-01-29,Transfer,Transfer to SAFETY NET,CHECKING,debit,1,-700.0,Out
2019-01-30,2019-01-30,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-200.0,In
2019-01-30,2019-01-30,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-200.0,Out
2019-01-31,2019-01-31,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-300.0,In
2019-01-31,2019-01-31,Transfer,Transfer from CHECKING,MORTGAGE,credit,1,-500.0,In
2019-01-31,2019-01-31,Transfer,Transfer from MORTGAGE,CHECKING,credit,1,-1380.1,In
2019-01-31,2019-01-31,Transfer,Transfer to CHECKING,MORTGAGE,debit,1,-1380.1,Out
2019-01-31,2019-01-31,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-300.0,Out
2019-01-31,2019-01-31,Transfer,Transfer to MORTGAGE,CHECKING,debit,1,-500.0,Out
2019-02-01,2019-02-01,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-10.0,In
2019-02-01,2019-02-01,Transfer,Transfer from CHECKING,SAFETY NET,credit,1,-10.0,In
2019-02-01,2019-02-01,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-10.0,Out
2019-02-01,2019-02-01,Transfer,Transfer to SAFETY NET,CHECKING,debit,1,-10.0,Out
2019-02-08,2019-02-08,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-10.0,In
2019-02-08,2019-02-08,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-10.0,Out
2019-02-12,2019-02-12,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-180.0,In
2019-02-12,2019-02-12,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-180.0,Out
2019-02-14,2019-02-14,Transfer,Transfer from CHECKING,CREDIT CARD,credit,2,-600.0,In
2019-02-14,2019-02-14,Transfer,Transfer from CHECKING,MORTGAGE,credit,1,-620.0,In
2019-02-14,2019-02-14,Transfer,Transfer from CHECKING,SAFETY NET,credit,1,-200.0,In
2019-02-14,2019-02-14,Transfer,Transfer to CREDIT CARD,CHECKING,debit,2,-600.0,Out
2019-02-14,2019-02-14,Transfer,Transfer to MORTGAGE,CHECKING,debit,1,-620.0,Out
2019-02-14,2019-02-14,Transfer,Transfer to SAFETY NET,CHECKING,debit,1,-200.0,Out
2019-02-15,2019-02-15,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-10.0,In
2019-02-15,2019-02-15,Transfer,Transfer from CHECKING,SAFETY NET,credit,1,-10.0,In
2019-02-15,2019-02-15,Transfer,Transfer to EMERSYN,CHECKING,debit,1,-10.0,Out
2019-02-15,2019-02-15,Transfer,Transfer to SAFETY NET,CHECKING,debit,1,-10.0,Out
2019-02-22,2019-02-22,Transfer,Transfer from CHECKING,EMERSYN,credit,1,-10.0,In
